qid;titre_fr;titre_en;univers;potentiel;accord;verdict;motif
"Q2031059";"Orlando Serrell";"";"esprit";"8";"5";"doute";"renommé depuis la moisson → « Orlando Serrell »"
"Q287253";"";"Osedax";"vivant";"8";"1";"doute";"renommé depuis la moisson → « Osedax »"
"Q411216";"Phénylthiocarbamide";"Phenylthiocarbamide";"esprit";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q7547";"";"Phobos (moon)";"cosmos";"8";"1";"doute";"renommé depuis la moisson → « Phobos (lune) »"
"Q149943";"";"Polypedilum vanderplanki";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Polypedilum vanderplanki »"
"Q271759";"Porphyrie";"Porphyria";"esprit";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q898068";"Projet Pigeon";"";"histoire";"8";"6";"doute";"renommé depuis la moisson → « Projet Pigeon »"
"Q621882";"Projet West Ford";"";"cosmos";"8";"5";"doute";"renommé depuis la moisson → « Projet West Ford »"
"Q39086826";"";"Ramisyllis multicaudata";"vivant";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q5017285";"";"Ramosmania rodriguesii";"vivant";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q184224";"Rattus norvegicus";"Brown rat";"vivant";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2393278";"";"Republic of Cospaia";"histoire";"8";"2";"doute";"renommé depuis la moisson → « République de Cospaia »"
"Q142968";"";"Rhizanthella gardneri";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Rhizanthella gardneri »"
"Q1112110";"";"Roopkund";"terre";"8";"2";"doute";"renommé depuis la moisson → « Roopkund »"
"Q310792";"";"Silene stenophylla";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Silene stenophylla »"
"Q903412";"";"Soyuz T-13";"cosmos";"8";"1";"doute";"renommé depuis la moisson → « Soyouz T-13 »"
"Q3007063";"";"Sphenodon punctatus";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Sphenodon punctatus »"
"Q2443167";"";"Spithead and Nore mutinies";"histoire";"8";"1";"doute";"renommé depuis la moisson → « Mutineries de Spithead et de Nore »"
"Q1376201";"";"Stigler's law of eponymy";"sciences";"8";"5";"doute";"renommé depuis la moisson → « Loi de Stigler »"
"Q1130275";"";"Swedish calendar";"histoire";"8";"4";"doute";"renommé depuis la moisson → « Calendrier suédois »"
"Q911160";"Syndrome de Ganser";"Ganser syndrome";"esprit";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q13258";"Synesthésie";"Synesthesia";"esprit";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q557985";"";"T Coronae Borealis";"cosmos";"8";"2";"doute";"renommé depuis la moisson → « T Coronae Borealis »"
"Q757402";"";"Tanimbar corella";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Cacatoès de Goffin »"
"Q25173";"Titanic";"Titanic";"histoire";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q4041588";"TrES-2 b";"TrES-2b";"cosmos";"8";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2459918";"";"Tunnel 57";"histoire";"8";"5";"doute";"renommé depuis la moisson → « Tunnel 57 »"
"Q152800";"";"Venera 7";"cosmos";"8";"2";"doute";"renommé depuis la moisson → « Venera 7 »"
"Q155825";"";"Venus flytrap";"vivant";"8";"1";"doute";"renommé depuis la moisson → « Dionée attrape-mouche »"
"Q16664406";"";"WISE 0855−0714";"cosmos";"8";"0";"doute";"renommé depuis la moisson → « WISE 0855–0714 »"
"Q1055802";"";"Wojtek";"histoire";"8";"4";"doute";"renommé depuis la moisson → « Wojtek »"
"Q4666317";"";"Wood frog";"vivant";"8";"0";"doute";"renommé depuis la moisson → « Grenouille des bois »"
"Q11559";"";"10199 Chariklo";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « (10199) Chariclo »"
"Q67328765";"";"2I/Borisov";"cosmos";"7";"5";"doute";"renommé depuis la moisson → « 2I/Borissov »"
"Q208682";"Albatros hurleur";"Wandering albatross";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q154269";"Alexeï Leonov";"Alexei Leonov";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q139978";"";"Amphioctopus marginatus";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Amphioctopus marginatus »"
"Q6193348";"";"Amphiprion";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Amphiprion »"
"Q201235";"Anguille électrique";"Electrophorus electricus";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q296198";"";"APM 08279+5255";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « APM 08279+5255 »"
"Q3620646";"";"ApoA-I Milano";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q39514";"";"Argonauta argo";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Argonauta argo »"
"Q28367";"Asperge";"Asparagus";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q4627";"Aymara";"Aymara language";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q804127";"Bajau";"Sama-Bajau";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q191125";"";"Bar-headed goose";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Oie à tête barrée »"
"Q430301";"Bdelloida";"Bdelloidea";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q12124";"Bételgeuse";"Betelgeuse";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q18046111";"";"BHLHE41";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q208935";"";"Bullet Cluster";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Amas de la Balle »"
"Q526278";"";"C/2011 W3 (Lovejoy)";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « C/2011 W3 (Lovejoy) »"
"Q875660";"Canaux martiens";"Martian canals";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1035725";"";"Cardiff Giant";"histoire";"7";"2";"doute";"renommé depuis la moisson → « Géant de Cardiff »"
"Q6604";"";"Charon (moon)";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Charon (lune) »"
"Q493965";"";"Childhood amnesia";"esprit";"7";"2";"doute";"renommé depuis la moisson → « Amnésie infantile »"
"Q940337";"Cimex lectularius";"Cimex lectularius";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1142785";"";"Clark's nutcracker";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Cassenoix d'Amérique »"
"Q1757951";"";"Clathrus archeri";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Anthurus d'Archer »"
"Q217227";"";"Claviceps purpurea";"vivant";"7";"2";"doute";"renommé depuis la moisson → « Ergot du seigle »"
"Q724948";"";"Clive Wearing";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q547663";"Condylura cristata";"Star-nosed mole";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1780734";"";"Conus geographus";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Conus geographus »"
"Q18845";"Coucou gris";"Common cuckoo";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1207405";"";"Decimal time";"histoire";"7";"2";"doute";"renommé depuis la moisson → « Temps décimal »"
"Q83177";"Dépersonnalisation";"Depersonalization";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q904206";"Dermatoglyphe";"Dermatoglyphics";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q300981";"Desmodus rotundus";"Common vampire bat";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q21053";"Dicrocoelium dendriticum";"";"vivant";"7";"3";"doute";"renommé depuis la moisson → « Dicrocoelium dendriticum »"
"Q134351";"Dictyostelium discoideum";"Dictyostelium discoideum";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q10475391";"";"Dolania americana";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Dolania americana »"
"Q434281";"Douglas Mawson";"Douglas Mawson";"histoire";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q150870";"";"Euprymna scolopes";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Euprymna scolopes »"
"Q862872";"";"Fatal insomnia";"esprit";"7";"1";"doute";"renommé depuis la moisson → « Insomnie fatale familiale »"
"Q40095";"";"Frégate Island";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Île de Frégate »"
"Q550093";"";"Gastric-brooding frog";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Rheobatrachus »"
"Q751784";"";"Giant clam";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Tridacne géant »"
"Q1077705";"";"Great bowerbird";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Jardinier à nuque rose »"
"Q488790";"Guugu Yimidhirr (peuple)";"Guugu Yimithirr people";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1028620";"";"Hairy frog";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Trichobatrachus robustus »"
"Q5629290";"";"HD 140283";"cosmos";"7";"2";"doute";"renommé depuis la moisson → « HD 140283 »"
"Q2717111";"";"Helicodiceros muscivorus";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Helicodiceros muscivorus »"
"Q188660";"Hoazin huppé";"Hoatzin";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q232619";"";"Hooded pitohui";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Pitohui bicolore »"
"Q1908340";"";"Hydnellum peckii";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Hydnellum peckii »"
"Q15037";"Hypérion (lune)";"";"cosmos";"7";"0";"doute";"renommé depuis la moisson → « Hypérion (lune) »"
"Q534989";"";"Iberian ribbed newt";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Pleurodèle de Waltl »"
"Q1683042";"Jasper Maskelyne";"Jasper Maskelyne";"histoire";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q128402060";"";"Jo Cameron";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q354244";"Latude";"";"histoire";"7";"1";"doute";"renommé depuis la moisson → « Latude »"
"Q843864";"Lever de Terre";"";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Lever de Terre »"
"Q3238123";"Licorne ailée";"";"histoire";"7";"1";"doute";"renommé depuis la moisson → « Licorne ailée »"
"Q134361";"Loa loa";"Loa loa";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q920298";"";"Luna 15";"cosmos";"7";"0";"doute";"renommé depuis la moisson → « Luna 15 »"
"Q53462";"";"Macropus rufus";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Kangourou roux »"
"Q190426";"";"Magnetar";"cosmos";"7";"3";"doute";"renommé depuis la moisson → « Magnétar »"
"Q2500124";"Maladie d'Urbach-Wiethe";"Urbach–Wiethe disease";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q3699044";"Mammouth laineux";"Woolly mammoth";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q636480";"";"Manchineel";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Hippomane mancinella »"
"Q161829";"Manchot empereur";"Emperor penguin";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q575922";"Mars Polar Lander";"Mars Polar Lander";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2254010";"";"Melanophila acuminata";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1930079";"Météorite d'Allende";"Allende meteorite";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1164183";"Météorite de Murchison";"Murchison meteorite";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q827568";"Minimum de Maunder";"Maunder Minimum";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q311708";"";"Mixotricha";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q3088431";"Mutineries de 1917";"1917 French Army mutinies";"histoire";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q5871";"Naine blanche";"White dwarf";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q6993532";"";"Neonothopanus gardneri";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Neonothopanus gardneri »"
"Q148744";"Nepenthes lowii";"Nepenthes lowii";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q131407";"Nigersaurus";"Nigersaurus";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q102694";"";"Nix (moon)";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Nix (lune) »"
"Q160187";"";"Ole Rømer";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Ole Christensen Rømer »"
"Q572368";"";"Oppau explosion";"histoire";"7";"2";"doute";"renommé depuis la moisson → « Explosion d'Oppau »"
"Q1889560";"";"Palola viridis";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Ver palolo »"
"Q17705";"";"Pan (moon)";"cosmos";"7";"2";"doute";"renommé depuis la moisson → « Pan (lune) »"
"Q14084932";"";"Pandoravirus";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Pandoravirus »"
"Q33580";"Paradoxe de Fermi";"Fermi paradox";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q3377087";"Petit Albert (grimoire)";"Petit Albert";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q99929671";"";"Philodendron bipinnatifidum";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q756800";"Poivre de Sichuan";"Sichuan pepper";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q446186";"Princesse Caraboo";"";"histoire";"7";"4";"doute";"renommé depuis la moisson → « Princesse Caraboo »"
"Q46388";"Prohibition";"Prohibition";"histoire";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q23034816";"";"Pseudideonella sakaiensis";"vivant";"7";"3";"doute";"renommé depuis la moisson → « Ideonella sakaiensis »"
"Q44096428";"";"Pseudoliparis swirei";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Pseudoliparis swirei »"
"Q1420828";"Quatre-temps (plante)";"Cornus canadensis";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q161888";"";"Rafflesia arnoldii";"vivant";"7";"2";"doute";"renommé depuis la moisson → « Rafflesia arnoldii »"
"Q8332";"Renard roux";"Red fox";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q944851";"";"Robert Evans (astronomer)";"cosmos";"7";"2";"doute";"renommé depuis la moisson → « Robert Evans (astronome) »"
"Q1514814";"";"S2 (star)";"cosmos";"7";"2";"doute";"renommé depuis la moisson → « S2 (étoile) »"
"Q210790";"";"Saturn's hexagon";"cosmos";"7";"3";"doute";"renommé depuis la moisson → « Hexagone de Saturne »"
"Q5962358";"";"Scaly-foot gastropod";"vivant";"7";"4";"doute";"renommé depuis la moisson → « Chrysomallon squamiferum »"
"Q1756483";"Selaginella lepidophylla";"Selaginella lepidophylla";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2035756";"";"Solar eclipse of May 29, 1919";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « Éclipse solaire du 29 mai 1919 »"
"Q4428661";"";"Somatoparaphrenia";"esprit";"7";"1";"doute";"renommé depuis la moisson → « Somatoparaphrénie »"
"Q139759";"";"Spongiforma squarepantsii";"vivant";"7";"1";"doute";"renommé depuis la moisson → « Spongiforma squarepantsii »"
"Q4188";"Supernova superlumineuse";"Hypernova";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1195489";"Symplocarpus foetidus";"Symplocarpus foetidus";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q613809";"Syndrome de Kleine-Levin";"Kleine–Levin syndrome";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q143790";"Syndrome de la main étrangère";"Alien hand syndrome";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q467265";"Syndrome du savant";"Savant syndrome";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1124410";"Syndrome du voyageur";"Jerusalem syndrome";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q586582";"Système nerveux entérique";"Enteric nervous system";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q736809";"Tahlequah";"Tahlequah, Oklahoma";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q134730051";"";"Taxis of London";"esprit";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q113199155";"Tension de Hubble";"Hubble tension";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2032295";"";"Thomas Blood";"histoire";"7";"4";"doute";"renommé depuis la moisson → « Thomas Blood »"
"Q526046";"";"Tickling";"esprit";"7";"1";"doute";"renommé depuis la moisson → « Chatouillement »"
"Q131481";"Tiktaalik";"Tiktaalik";"vivant";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2565";"Titan (lune)";"Titan (moon)";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q18748292";"";"Torquigener albomaculosus";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Torquigener albomaculosus »"
"Q732534";"";"Toxotes (fish)";"vivant";"7";"0";"doute";"renommé depuis la moisson → « Toxotes »"
"Q867316";"";"Triangle Shirtwaist Factory fire";"histoire";"7";"0";"doute";"renommé depuis la moisson → « Incendie de l'usine Triangle Shirtwaist »"
"Q14914807";"";"UY Scuti";"cosmos";"7";"0";"doute";"renommé depuis la moisson → « UY Scuti »"
"Q347318";"";"Victor Lustig";"histoire";"7";"2";"doute";"renommé depuis la moisson → « Victor Lustig »"
"Q520083";"Vide du Bouvier";"Boötes Void";"cosmos";"7";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q921907";"";"Visual release hallucinations";"esprit";"7";"0";"doute";"renommé depuis la moisson → « Syndrome de Charles Bonnet »"
"Q1639610";"";"Wilgefortis";"histoire";"7";"1";"doute";"renommé depuis la moisson → « Wilgeforte »"
"Q14277";"";"William Herschel";"cosmos";"7";"1";"doute";"renommé depuis la moisson → « William Herschel »"
"Q284180";"";"Williamina Fleming";"cosmos";"7";"0";"doute";"renommé depuis la moisson → « Williamina Fleming »"
"Q1763092";"Acide dicaféylquinique";"";"esprit";"6";"2";"doute";"renommé depuis la moisson → « Acide dicaféylquinique »"
"Q185038";"";"African elephant";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Éléphant d'Afrique »"
"Q784564";"Akinétopsie";"Akinetopsia";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q311534";"";"Alpheidae";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Alpheidae »"
"Q3257";"";"Amalthea (moon)";"cosmos";"6";"1";"doute";"renommé depuis la moisson → « Amalthée (lune) »"
"Q1133152";"";"Atlantic horseshoe crab";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Limulus polyphemus »"
"Q186778";"Aye-aye";"Aye-aye";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q153858";"Bataille de Tannenberg (1914)";"Battle of Tannenberg";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q751507";"";"Blindsight";"esprit";"6";"0";"doute";"renommé depuis la moisson → « Vision aveugle »"
"Q540649";"";"Blue-ringed octopus";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Hapalochlaena »"
"Q752274";"";"Bombus terrestris";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Bourdon terrestre »"
"Q677689";"";"Boulengerula taitana";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Boulengerula taitana »"
"Q848772";"";"California scrub jay";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Geai buissonnier »"
"Q1949541";"Calyptra";"";"vivant";"6";"2";"doute";"renommé depuis la moisson → « Calyptra »"
"Q465122";"Cécité au changement";"Change blindness";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q287827";"Cécité d'inattention";"Inattentional blindness";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q5057951";"";"Celestis";"cosmos";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1756192";"";"Ceratioidei";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q14524";"";"Charles Messier";"cosmos";"6";"4";"doute";"renommé depuis la moisson → « Charles Messier »"
"Q1422792";"";"Chrysopelea";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Chrysopelea »"
"Q10454504";"";"Cladosporium sphaerospermum";"vivant";"6";"2";"doute";"renommé depuis la moisson → « Cladosporium sphaerospermum »"
"Q752436";"";"Common wombat";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Vombatus ursinus »"
"Q3484449";"";"Coryanthes";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q136005";"Cupriavidus metallidurans";"";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Cupriavidus metallidurans »"
"Q332674";"";"Cygnus X-1";"cosmos";"6";"0";"doute";"renommé depuis la moisson → « Cygnus X-1 »"
"Q673205";"Effet cocktail party";"Cocktail party effect";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1332954";"Effet nocebo";"Nocebo";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q5849717";"Effet stroboscopique";"Stroboscopic effect";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1428492";"Entomophthora muscae";"";"vivant";"6";"2";"doute";"renommé depuis la moisson → « Entomophthora muscae »"
"Q646783";"Fête des Fous";"Feast of Fools";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q115462";"Fritz Zwicky";"Fritz Zwicky";"cosmos";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q5581713";"";"Gong farmer";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q232768";"";"Great hornbill";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Calao bicorne »"
"Q152289";"";"Hemispatial neglect";"esprit";"6";"0";"doute";"renommé depuis la moisson → « Négligence spatiale unilatérale »"
"Q596208";"";"Hero shrew";"vivant";"6";"2";"doute";"renommé depuis la moisson → « Scutisorex somereni »"
"Q63646545";"";"Hvaldimir";"vivant";"6";"4";"doute";"renommé depuis la moisson → « Hvaldimir »"
"Q935895";"";"Incitatus";"histoire";"6";"3";"doute";"renommé depuis la moisson → « Incitatus »"
"Q1678809";"";"Jamaica ginger";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q441276";"";"James Brooke";"histoire";"6";"3";"doute";"renommé depuis la moisson → « James Brooke »"
"Q319212";"";"Karl Guthe Jansky";"cosmos";"6";"1";"doute";"renommé depuis la moisson → « Karl Jansky »"
"Q193337";"";"Kea";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Nestor kéa »"
"Q27048791";"";"Kepler-1520b";"cosmos";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1100126";"Knocker-up";"Knocker-up";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q3242405";"";"Kosmos 482";"cosmos";"6";"2";"doute";"renommé depuis la moisson → « Cosmos 482 »"
"Q2000165";"Labroides dimidiatus";"Bluestreak cleaner wrasse";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q901228";"Léipoa ocellé";"Malleefowl";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q138713";"";"Leucochloridium paradoxum";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1778748";"";"Libyan desert glass";"cosmos";"6";"1";"doute";"renommé depuis la moisson → « Verre libyque »"
"Q193698";"Loi de Titius-Bode";"Titius–Bode law";"cosmos";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q3480741";"";"Mal de debarquement";"esprit";"6";"0";"doute";"renommé depuis la moisson → « Mal du débarquement »"
"Q3291614";"Marie-Charles David de Mayrena";"";"histoire";"6";"4";"doute";"renommé depuis la moisson → « Marie-Charles David de Mayrena »"
"Q2479682";"";"Mastophora (spider)";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Mastophora »"
"Q1550714";"Moken (peuple)";"Moken";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q236";"Monténégro";"Montenegro";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2072138";"";"Myxiniformes";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Myxiniformes »"
"Q934175";"";"New Mexico whiptail";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Aspidoscelis neomexicana »"
"Q1623739";"Nizârites";"Nizari Isma'ilism";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q727788";"";"Palaeoloxodon falconeri";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Palaeoloxodon falconeri »"
"Q148752";"Paresseux à gorge brune";"Brown-throated sloth";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q502220";"";"Parrotfish";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Scaridae »"
"Q298581";"";"Pierre Janssen";"cosmos";"6";"2";"doute";"renommé depuis la moisson → « Jules Janssen »"
"Q186451";"Pleurotus ostreatus";"";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Pleurotus ostreatus »"
"Q371090";"Point aveugle";"Blind spot (vision)";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q7210116";"";"Polistes fuscatus";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2033097";"";"Resurrectionists (Catholic)";"histoire";"6";"0";"doute";"renommé depuis la moisson → « Congrégation de la Résurrection de Notre-Seigneur Jésus-Christ »"
"Q1066203";"";"Roridula";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q25334";"Rouge-gorge familier";"European robin";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q2419932";"Royaume de Redonda";"Kingdom of Redonda";"histoire";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q1912167";"";"Santino";"vivant";"6";"0";"doute";"renommé depuis la moisson → « Santino »"
"Q7430246";"";"Scarabaeus satyrus";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Scarabaeus satyrus »"
"Q1078014";"";"Spinochordodes tellinii";"vivant";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q757013";"";"Superb lyrebird";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Ménure superbe »"
"Q794457";"Syndrome d'enfermement";"Locked-in syndrome";"esprit";"6";"0";"doute";"la phrase ne partage aucun mot avec l'article"
"Q606358";"";"Synodontis multipunctatus";"vivant";"6";"1";"doute";"renommé depuis la moisson → « Synodontis multipunctatus »"
"Q2030857";"Test de Wada";"";"esprit";"6";"2";"doute";"renommé depuis la moisson → « Test de Wada »"
