qid;titre_fr;titre_en;univers;potentiel;accord;verdict;motif
"Q206070";"Crabe de cocotier";"Coconut crab";"vivant";"7";"1";"ok";""
"Q595341";"Cratère de Kaali";"Kaali crater";"terre";"7";"2";"ok";""
"Q244274";"Dactylopius coccus";"Cochineal";"vivant";"7";"3";"ok";""
"Q510109";"Daigo Fukuryū Maru";"Daigo Fukuryū Maru";"histoire";"7";"3";"ok";""
"Q12857";"Daniel Tammet";"Daniel Tammet";"esprit";"7";"3";"ok";""
"Q208231";"Deep Impact (sonde spatiale)";"Deep Impact (spacecraft)";"cosmos";"7";"1";"ok";""
"Q838018";"Délire d'illusion des sosies de Capgras";"Capgras delusion";"esprit";"7";"3";"ok";""
"Q292297";"Demodex";"Demodex";"vivant";"7";"2";"ok";""
"Q130869";"Dimetrodon";"Dimetrodon";"vivant";"7";"4";"ok";""
"Q26703430";"Dragonfly 44";"Dragonfly 44";"cosmos";"7";"6";"ok";""
"Q3041916";"Dwingeloo 1";"Dwingeloo 1";"cosmos";"7";"2";"ok";""
"Q193182";"Échidné à nez court";"Short-beaked echidna";"vivant";"7";"1";"ok";""
"Q951385";"Eddie Chapman";"Eddie Chapman";"histoire";"7";"1";"ok";""
"Q1401274";"Effet de désinformation";"Misinformation effect";"esprit";"7";"2";"ok";""
"Q1542752";"Effet McGurk";"McGurk effect";"esprit";"7";"1";"ok";""
"Q262038";"Effet Mozart";"Mozart effect";"esprit";"7";"2";"ok";""
"Q16303139";"Effet placebo";"Placebo effect";"esprit";"7";"1";"ok";""
"Q384176";"Effet Stroop";"Stroop effect";"esprit";"7";"1";"ok";""
"Q586031";"Effet YORP";"YORP effect";"cosmos";"7";"1";"ok";""
"Q485384";"Effondrement du grand magasin Sampoong";"Sampoong Department Store collapse";"histoire";"7";"1";"ok";""
"Q262154";"Elizabeth Loftus";"Elizabeth Loftus";"esprit";"7";"1";"ok";""
"Q133568";"Elysia chlorotica";"Elysia chlorotica";"vivant";"7";"3";"ok";""
"Q180316";"Équation de Drake";"Drake equation";"cosmos";"7";"2";"ok";""
"Q957543";"Ernest Shackleton";"Ernest Shackleton";"histoire";"7";"4";"ok";""
"Q19306194";"Étoile de Scholz";"Scholz's Star";"cosmos";"7";"1";"ok";""
"Q3143";"Europe (lune)";"Europa (moon)";"cosmos";"7";"2";"ok";""
"Q117087960";"Événement de Miyake";"Miyake event";"cosmos";"7";"5";"ok";""
"Q5443923";"Ferdinand Waldo Demara";"Ferdinand Waldo Demara";"histoire";"7";"2";"ok";""
"Q1410831";"Fibrodysplasie ossifiante progressive";"Fibrodysplasia ossificans progressiva";"esprit";"7";"2";"ok";""
"Q15605";"Fond diffus cosmologique";"Cosmic microwave background";"cosmos";"7";"4";"ok";""
"Q116774";"Frank Abagnale, Jr.";"Frank Abagnale";"histoire";"7";"2";"ok";""
"Q767805";"Gaia (satellite)";"Gaia (spacecraft)";"cosmos";"7";"5";"ok";""
"Q950470";"Garum";"Garum";"histoire";"7";"2";"ok";""
"Q617651";"Gemini 8";"Gemini 8";"cosmos";"7";"3";"ok";""
"Q74418";"Genesis (sonde spatiale)";"Genesis (spacecraft)";"cosmos";"7";"2";"ok";""
"Q83321";"Giacomo Casanova";"Giacomo Casanova";"histoire";"7";"1";"ok";""
"Q26189";"Grand schisme d'Occident";"Western Schism";"histoire";"7";"5";"ok";""
"Q370029";"Grande Peur";"Great Fear";"histoire";"7";"2";"ok";""
"Q2089056";"Grolar";"Grizzly–polar bear hybrid";"vivant";"7";"1";"ok";""
"Q940618";"Guerre de la morue";"Cod Wars";"histoire";"7";"3";"ok";""
"Q132406";"Hallucigenia";"Hallucigenia";"vivant";"7";"1";"ok";""
"Q133376";"Helicoprion";"Helicoprion";"vivant";"7";"2";"ok";""
"Q2513";"Hubble (télescope spatial)";"Hubble Space Telescope";"cosmos";"7";"1";"ok";""
"Q178089";"Hyène tachetée";"Spotted hyena";"vivant";"7";"3";"ok";""
"Q609059";"IKAROS";"IKAROS";"cosmos";"7";"2";"ok";""
"Q926299";"Illusion de Müller-Lyer";"Müller-Lyer illusion";"esprit";"7";"1";"ok";""
"Q480310";"Impôt sur les portes et fenêtres";"Window tax";"histoire";"7";"2";"ok";""
"Q1660590";"InSight";"InSight";"cosmos";"7";"2";"ok";""
"Q1475301";"ISEE 3";"International Cometary Explorer";"cosmos";"7";"2";"ok";""
"Q115662149";"JADES-GS-z13-0";"JADES-GS-z13-0";"cosmos";"7";"1";"ok";""
"Q437168";"Jeanne Barret";"Jeanne Baret";"histoire";"7";"5";"ok";""
"Q171136";"Jeanne Ire de Castille";"Joanna of Castile";"histoire";"7";"2";"ok";""
"Q133283";"Lithops";"Lithops";"vivant";"7";"2";"ok";""
"Q310793";"Lomatia tasmanica";"Lomatia tasmanica";"vivant";"7";"3";"ok";""
"Q4287";"Margarine";"Margarine";"histoire";"7";"1";"ok";""
"Q384071";"Message d'Arecibo";"Arecibo message";"cosmos";"7";"2";"ok";""
"Q431381";"Meteor Crater";"Meteor Crater";"cosmos";"7";"2";"ok";""
"Q1344365";"Météorite d'Ensisheim";"Ensisheim meteorite";"cosmos";"7";"2";"ok";""
"Q1134104";"Mimivirus";"Mimivirus";"vivant";"7";"1";"ok";""
"Q12965";"Mira (étoile)";"Mira";"cosmos";"7";"1";"ok";""
"Q546974";"Mokusatsu";"Mokusatsu";"histoire";"7";"1";"ok";""
"Q1456827";"Neurogenèse";"Neurogenesis";"esprit";"7";"1";"ok";""
"Q1544579";"Observatoire de Green Bank";"Green Bank Telescope";"cosmos";"7";"2";"ok";""
"Q320638";"Observatoire solaire et héliosphérique";"Solar and Heliospheric Observatory";"cosmos";"7";"1";"ok";""
"Q18398440";"Onymacris unguicularis";"Onymacris unguicularis";"vivant";"7";"3";"ok";""
"Q427974";"Opération Gold";"Operation Gold";"histoire";"7";"3";"ok";""
"Q127353";"Ophiocordyceps unilateralis";"Ophiocordyceps unilateralis";"vivant";"7";"4";"ok";""
"Q33609";"Ours blanc";"Polar bear";"vivant";"7";"1";"ok";""
"Q243811";"Papesse Jeanne";"Pope Joan";"histoire";"7";"3";"ok";""
"Q1936002";"Peste de Marseille (1720)";"Great Plague of Marseille";"histoire";"7";"7";"ok";""
"Q134950";"Physarum polycephalum";"Physarum polycephalum";"vivant";"7";"1";"ok";""
"Q21446362";"Physeteroidea";"Physeteroidea";"vivant";"7";"1";"ok";""
"Q1411630";"Procès d'animaux";"Animal trial";"histoire";"7";"2";"ok";""
"Q18645284";"Prochlorococcus";"Prochlorococcus";"vivant";"7";"2";"ok";""
"Q83160";"Prométhée";"Prometheus";"vivant";"7";"1";"ok";""
"Q2061593";"Prototaxites";"Prototaxites";"vivant";"7";"5";"ok";""
"Q15057245";"PSO J318.5-22";"PSO J318.5−22";"cosmos";"7";"1";"ok";""
"Q528";"PSR B1257+12";"PSR B1257+12";"cosmos";"7";"3";"ok";""
"Q867906";"PSR B1620-26 b";"PSR B1620−26 b";"cosmos";"7";"2";"ok";""
"Q815835";"R136a1";"R136a1";"cosmos";"7";"6";"ok";""
"Q44547";"Radiotélescope d'Arecibo";"Arecibo Telescope";"cosmos";"7";"3";"ok";""
"Q1827255";"Radiotélescope sphérique de cinq cents mètres d'ouverture";"Five-hundred-meter Aperture Spherical Telescope";"cosmos";"7";"2";"ok";""
"Q1128589";"Radium Girls";"Radium Girls";"histoire";"7";"3";"ok";""
"Q499461";"Requin-lutin";"Goblin shark";"vivant";"7";"2";"ok";""
"Q75844";"Révolution de Zanzibar";"Zanzibar Revolution";"histoire";"7";"3";"ok";""
"Q7322305";"";"Ribeiroia ondatrae";"vivant";"7";"1";"ok";""
"Q133020";"Riftia pachyptila";"Riftia";"vivant";"7";"2";"ok";""
"Q76375549";"";"S5-HVS1";"cosmos";"7";"1";"ok";""
"Q3133742";"Sacculina carcini";"Sacculina carcini";"vivant";"7";"1";"ok";""
"Q237284";"Sagittarius A*";"Sagittarius A*";"cosmos";"7";"2";"ok";""
"Q1813110";"Segue 1";"Segue 1";"cosmos";"7";"2";"ok";""
"Q1141601";"SGR 1806-20";"SGR 1806−20";"cosmos";"7";"2";"ok";""
"Q701094";"Siège de Candie";"Siege of Candia";"histoire";"7";"4";"ok";""
"Q2512355";"Siphonophore géant";"Praya dubia";"vivant";"7";"3";"ok";""
"Q3962041";"";"Sirius B";"cosmos";"7";"1";"ok";""
"Q584905";"SN 1987A";"SN 1987A";"cosmos";"7";"4";"ok";""
"Q509384";"Soyouz 23";"Soyuz 23";"cosmos";"7";"2";"ok";""
"Q176276";"Spirit (rover)";"Spirit (rover)";"cosmos";"7";"1";"ok";""
"Q1029902";"SS 433";"SS 433";"cosmos";"7";"1";"ok";""
"Q2104071";"SuitSat";"SuitSat";"cosmos";"7";"4";"ok";""
"Q367929";"Syndrome de Klüver-Bucy";"Klüver–Bucy syndrome";"esprit";"7";"2";"ok";""
"Q856736";"Syndrome de l'accent étranger";"Foreign accent syndrome";"esprit";"7";"1";"ok";""
"Q180897";"Traité de Tordesillas";"Treaty of Tordesillas";"histoire";"7";"2";"ok";""
"Q1128050";"Transplantation de moelle osseuse";"Hematopoietic stem cell transplantation";"esprit";"7";"3";"ok";""
"Q22329641";"TYC 9486-927-1";"TYC 9486-927-1";"cosmos";"7";"2";"ok";""
"Q291200";"Umberto Nobile";"Umberto Nobile";"histoire";"7";"6";"ok";""
"Q324";"Uranus (planète)";"Uranus";"cosmos";"7";"2";"ok";""
"Q372064";"Venera 13";"Venera 13";"cosmos";"7";"6";"ok";""
"Q313";"Vénus (planète)";"Venus";"cosmos";"7";"2";"ok";""
"Q2092096";"Ver de Pompéi";"Alvinella pompejana";"vivant";"7";"1";"ok";""
"Q234888";"Vera Rubin";"Vera Rubin";"cosmos";"7";"2";"ok";""
"Q3545364";"Vide local";"Local Void";"cosmos";"7";"1";"ok";""
"Q784141";"Vol Eastern Air Lines 401";"Eastern Air Lines Flight 401";"histoire";"7";"2";"ok";""
"Q312389";"William Buckland";"William Buckland";"histoire";"7";"2";"ok";""
"Q283526";"Wolbachia";"Wolbachia";"vivant";"7";"1";"ok";""
"Q199127";"Xanthoria elegans";"Xanthoria elegans";"vivant";"7";"2";"ok";""
"Q609006";"Yasuke";"Yasuke";"histoire";"7";"5";"ok";""
"Q2081504";"Zone d'évitement";"Zone of Avoidance";"cosmos";"7";"4";"ok";""
"Q107517";"(16) Psyché";"16 Psyche";"cosmos";"6";"1";"ok";""
"Q152091";"(3753) Cruithne";"3753 Cruithne";"cosmos";"6";"3";"ok";""
"Q24646251";"(469219) Kamoʻoalewa";"469219 Kamoʻoalewa";"cosmos";"6";"3";"ok";""
"Q844672";"67P/Tchourioumov-Guérassimenko";"67P/Churyumov–Gerasimenko";"cosmos";"6";"2";"ok";""
"Q309029";"Achat de l'Alaska";"Alaska Purchase";"histoire";"6";"3";"ok";""
"Q17143";"Almaz";"Almaz program";"cosmos";"6";"4";"ok";""
"Q454760";"Anna Bågenholm";"Anna Bågenholm";"esprit";"6";"4";"ok";""
"Q1741331";"Aphasie réceptive";"Receptive aphasia";"esprit";"6";"2";"ok";""
"Q1502847";"Apis mellifera capensis";"Cape honey bee";"vivant";"6";"3";"ok";""
"Q2514739";"Cataglyphis";"Cataglyphis";"vivant";"6";"1";"ok";""
"Q863495";"Cellule de grille";"Grid cell";"esprit";"6";"2";"ok";""
"Q684782";"Chair de poule";"Goose bumps";"esprit";"6";"3";"ok";""
"Q160349";"Charles VI (roi de France)";"Charles VI of France";"histoire";"6";"1";"ok";""
"Q146212";"Chou commun";"Brassica oleracea";"vivant";"6";"2";"ok";""
"Q423163";"Complexe majeur d'histocompatibilité";"Major histocompatibility complex";"esprit";"6";"2";"ok";""
"Q41611";"Coriandre";"Coriander";"esprit";"6";"1";"ok";""
"Q469081";"Crepidula fornicata";"Crepidula fornicata";"vivant";"6";"1";"ok";""
"Q1790393";"Cryptomnésie";"Cryptomnesia";"esprit";"6";"1";"ok";""
"Q782859";"Dendrocnide moroides";"Dendrocnide moroides";"vivant";"6";"2";"ok";""
"Q941965";"Dermatobia hominis";"Dermatobia hominis";"vivant";"6";"2";"ok";""
"Q147267";"Didelphis virginiana";"Virginia opossum";"vivant";"6";"1";"ok";""
"Q1920844";"Écholocalisation humaine";"Human echolocation";"esprit";"6";"2";"ok";""
"Q5521563";"Effet Ganzfeld";"Ganzfeld effect";"esprit";"6";"2";"ok";""
"Q28203";"Effet Purkinje";"Purkinje effect";"esprit";"6";"1";"ok";""
"Q1456730";"Effet Troxler";"Troxler's fading";"esprit";"6";"2";"ok";""
"Q2566450";"Étoile de Przybylski";"Przybylski's Star";"cosmos";"6";"1";"ok";""
"Q183579";"Ferdinand Ier (empereur d'Autriche)";"Ferdinand I of Austria";"histoire";"6";"1";"ok";""
"Q1435125";"Fœtus in fœtu";"Fetus in fetu";"esprit";"6";"1";"ok";""
"Q1435409";"Folie à deux";"Folie à deux";"esprit";"6";"1";"ok";""
"Q918795";"Fruit miracle";"Synsepalum dulcificum";"esprit";"6";"2";"ok";""
"Q5537568";"";"George C. Parker";"histoire";"6";"2";"ok";""
"Q312925";"Guéorgui Markov (écrivain bulgare)";"Georgi Markov";"histoire";"6";"4";"ok";""
"Q482469";"Halicephalobus mephisto";"Halicephalobus mephisto";"vivant";"6";"1";"ok";""
"Q1356498";"Harry Harlow";"Harry Harlow";"esprit";"6";"2";"ok";""
"Q272085";"HD 209458 b";"HD 209458 b";"cosmos";"6";"2";"ok";""
"Q166026";"Hémisphérectomie";"Hemispherectomy";"esprit";"6";"3";"ok";""
"Q181741";"Horizon des événements";"Event horizon";"cosmos";"6";"1";"ok";""
"Q714789";"Huygens (sonde spatiale)";"Huygens (spacecraft)";"cosmos";"6";"1";"ok";""
"Q5954107";"Hydnora africana";"Hydnora africana";"vivant";"6";"6";"ok";""
"Q193003";"Hydrocéphalie";"Hydrocephalus";"esprit";"6";"1";"ok";""
"Q45320";"Hyperthymésie";"Hyperthymesia";"esprit";"6";"1";"ok";""
"Q8609";"Hypnose";"Hypnosis";"esprit";"6";"3";"ok";""
"Q179677";"Hypothèse de Sapir-Whorf";"Linguistic relativity";"esprit";"6";"1";"ok";""
"Q3045238";"Insensibilité congénitale à la douleur";"Congenital insensitivity to pain";"esprit";"6";"1";"ok";""
"Q2565461";"Kanzi";"Kanzi";"vivant";"6";"1";"ok";""
"Q592830";"Lignes de Blaschko";"Blaschko's lines";"esprit";"6";"1";"ok";""
"Q1051675";"Lunokhod 2";"Lunokhod 2";"cosmos";"6";"1";"ok";""
"Q14640326";"";"Macrotermes";"vivant";"6";"2";"ok";""
"Q203805";"Mariner 4";"Mariner 4";"cosmos";"6";"2";"ok";""
"Q18645653";"Mars Oxygen ISRU Experiment";"Mars Oxygen ISRU Experiment";"cosmos";"6";"2";"ok";""
"Q2054837";"Misophonie";"Misophonia";"esprit";"6";"3";"ok";""
"Q466163";"Monologue intérieur";"Interior monologue";"esprit";"6";"1";"ok";""
"Q1156848";"Monotrope uniflore";"Monotropa uniflora";"vivant";"6";"3";"ok";""
"Q1953495";"";"Myrmeconema neotropicum";"vivant";"6";"1";"ok";""
"Q189561";"Narcolepsie";"Narcolepsy";"esprit";"6";"1";"ok";""
"Q1355729";"Neil Harbisson";"Neil Harbisson";"esprit";"6";"5";"ok";""
"Q51338449";"NGC 1052-DF2";"NGC 1052-DF2";"cosmos";"6";"3";"ok";""
"Q383187";"";"Notgeld";"histoire";"6";"1";"ok";""
"Q149300";"Nothobranchius furzeri";"Nothobranchius furzeri";"vivant";"6";"3";"ok";""
"Q2296150";"Objet de Thorne-Żytkow";"Thorne–Żytkow object";"cosmos";"6";"2";"ok";""
"Q1057207";"Opération Fortitude";"Operation Fortitude";"histoire";"6";"3";"ok";""
"Q1558713";"Opération Mongoose";"Operation Mongoose";"histoire";"6";"2";"ok";""
"Q213250";"Oreille absolue";"Absolute pitch";"esprit";"6";"2";"ok";""
"Q604428";"OSIRIS-REx";"OSIRIS-REx";"cosmos";"6";"2";"ok";""
"Q33558";"Paradoxe d'Olbers";"Olbers' paradox";"cosmos";"6";"5";"ok";""
"Q1471710";"Paradoxe de l'information";"Black hole information paradox";"cosmos";"6";"1";"ok";""
"Q486851";"Paralysie du sommeil";"Sleep paralysis";"esprit";"6";"1";"ok";""
"Q506422";"Paréidolie";"Pareidolia";"esprit";"6";"2";"ok";""
"Q39747960";"";"Perdita Barran";"esprit";"6";"1";"ok";""
"Q1072103";"Phosphène";"Phosphene";"esprit";"6";"3";"ok";""
"Q47051";"Prion (protéine)";"Prion";"vivant";"6";"4";"ok";""
"Q244438";"Prosopagnosie";"Prosopagnosia";"esprit";"6";"2";"ok";""
"Q24896809";"Prosopométamorphopsie";"Prosopometamorphopsia";"esprit";"6";"3";"ok";""
"Q589284";"Réflexe d'immersion chez les mammifères";"Diving reflex";"esprit";"6";"3";"ok";""
"Q1308639";"Rhabdophis tigrinus";"Rhabdophis tigrinus";"vivant";"6";"2";"ok";""
"Q44580";"Richard Sorge";"Richard Sorge";"histoire";"6";"5";"ok";""
"Q471892";"Robert Smalls";"Robert Smalls";"histoire";"6";"4";"ok";""
"Q2735049";"Sagittarius B2";"Sagittarius B2";"cosmos";"6";"4";"ok";""
"Q756724";"Seiche commune";"Common cuttlefish";"vivant";"6";"1";"ok";""
"Q554280";"SN 1572";"SN 1572";"cosmos";"6";"3";"ok";""
"Q1194382";"Solenopsis invicta";"Red imported fire ant";"vivant";"6";"1";"ok";""
"Q1515119";"Syndrome de Gerstmann";"Gerstmann syndrome";"esprit";"6";"3";"ok";""
"Q622901";"Syndrome de Korsakoff";"Korsakoff syndrome";"esprit";"6";"3";"ok";""
"Q15474254";"Système glymphatique";"Glymphatic system";"esprit";"6";"3";"ok";""
"Q131003";"Toxoplasma gondii";"Toxoplasma gondii";"esprit";"6";"1";"ok";""
"Q1155939";"Trou noir primordial";"Primordial black hole";"cosmos";"6";"1";"ok";""
"Q18657";"Trouble dissociatif de l'identité";"Dissociative identity disorder";"esprit";"6";"1";"ok";""
"Q2103933";"Trouble du comportement en sommeil paradoxal";"Rapid eye movement sleep behavior disorder";"esprit";"6";"1";"ok";""
"Q486088";"Ulugh Beg";"Ulugh Beg";"cosmos";"6";"2";"ok";""
"Q156081";"Ulysses (sonde spatiale)";"Ulysses (spacecraft)";"cosmos";"6";"4";"ok";""
"Q50880311";"Vachellia cornigera";"Vachellia cornigera";"vivant";"6";"1";"ok";""
"Q193155";"Vente de la Louisiane";"Louisiana Purchase";"histoire";"6";"2";"ok";""
"Q1502531";"Ver de Guinée";"Dracunculus medinensis";"vivant";"6";"1";"ok";""
"Q1419";"Vespasien";"Vespasian";"histoire";"6";"1";"ok";""
"Q162070";"Victoria amazonica";"Victoria amazonica";"vivant";"6";"1";"ok";""
"Q104865";"Vladimir Komarov";"Vladimir Komarov";"cosmos";"6";"2";"ok";""
"Q604603";"Voorwerp de Hanny";"Hanny's Voorwerp";"cosmos";"6";"1";"ok";""
"Q1339499";"WR 104";"WR 104";"cosmos";"6";"2";"ok";""
"Q1452606";"Xylospongium";"Xylospongium";"histoire";"6";"6";"ok";""
